code,date,Year,Mes,hosp_covid,uso_uci,ocup_hosp,deaths_covid
WV,2022-05-03,2022,5,115.0,517.0,128.0,0.0
AS,2022-05-02,2022,5,3.0,7.0,3.0,0.0
VI,2022-05-02,2022,5,13.0,11.0,15.0,0.0
AS,2022-05-01,2022,5,4.0,7.0,4.0,0.0
VI,2022-04-30,2022,4,11.0,11.0,12.0,0.0
AS,2022-04-29,2022,4,3.0,6.0,3.0,0.0
VI,2022-04-29,2022,4,10.0,12.0,12.0,0.0
AS,2022-04-28,2022,4,3.0,6.0,3.0,0.0
VI,2022-04-27,2022,4,9.0,12.0,12.0,0.0
AS,2022-04-26,2022,4,3.0,7.0,3.0,0.0
VI,2022-04-26,2022,4,8.0,10.0,10.0,0.0
AS,2022-04-25,2022,4,3.0,6.0,3.0,0.0
AS,2022-04-24,2022,4,7.0,4.0,7.0,0.0
VI,2022-04-24,2022,4,7.0,8.0,7.0,0.0
VI,2022-04-23,2022,4,4.0,8.0,4.0,0.0
AS,2022-04-22,2022,4,8.0,3.0,8.0,0.0
WV,2022-04-22,2022,4,104.0,569.0,125.0,0.0
AS,2022-04-21,2022,4,10.0,3.0,10.0,0.0
VI,2022-04-21,2022,4,1.0,12.0,1.0,0.0
AS,2022-04-20,2022,4,10.0,5.0,10.0,0.0
AS,2022-04-18,2022,4,5.0,6.0,5.0,0.0
VI,2022-04-18,2022,4,1.0,9.0,1.0,0.0
AS,2022-04-17,2022,4,6.0,4.0,6.0,0.0
WY,2022-04-16,2022,4,7.0,35.0,7.0,0.0
AS,2022-04-15,2022,4,6.0,5.0,6.0,0.0
VI,2022-04-15,2022,4,1.0,9.0,2.0,0.0
WY,2022-04-15,2022,4,8.0,47.0,8.0,0.0
VI,2022-04-13,2022,4,3.0,7.0,5.0,0.0
AS,2022-04-12,2022,4,8.0,6.0,8.0,0.0
RI,2022-04-12,2022,4,51.0,161.0,54.0,0.0
WY,2022-04-12,2022,4,5.0,37.0,5.0,0.0
AS,2022-04-10,2022,4,16.0,5.0,16.0,0.0
VI,2022-04-10,2022,4,3.0,8.0,3.0,0.0
WY,2022-04-10,2022,4,2.0,37.0,2.0,0.0
VI,2022-04-09,2022,4,2.0,7.0,2.0,0.0
WY,2022-04-09,2022,4,6.0,35.0,6.0,0.0
VT,2022-04-08,2022,4,36.0,74.0,42.0,0.0
AS,2022-04-07,2022,4,20.0,6.0,20.0,0.0
VI,2022-04-07,2022,4,1.0,9.0,2.0,0.0
AS,2022-04-06,2022,4,22.0,5.0,22.0,0.0
AS,2022-04-04,2022,4,22.0,4.0,22.0,0.0
SD,2022-04-04,2022,4,45.0,120.0,50.0,0.0
AS,2022-04-03,2022,4,26.0,4.0,26.0,0.0
VT,2022-04-02,2022,4,22.0,109.0,24.0,0.0
AS,2022-04-01,2022,4,28.0,5.0,28.0,0.0
AS,2022-03-31,2022,3,27.0,6.0,27.0,0.0
VI,2022-03-30,2022,3,0.0,8.0,0.0,0.0
AS,2022-03-29,2022,3,5.0,5.0,5.0,0.0
AS,2022-03-28,2022,3,5.0,5.0,5.0,0.0
AS,2022-03-26,2022,3,3.0,3.0,3.0,0.0
VI,2022-03-26,2022,3,1.0,10.0,2.0,0.0
AS,2022-03-25,2022,3,3.0,3.0,3.0,0.0
VI,2022-03-24,2022,3,2.0,10.0,4.0,0.0
AS,2022-03-23,2022,3,4.0,2.0,4.0,0.0
VI,2022-03-23,2022,3,2.0,8.0,3.0,0.0
AS,2022-03-22,2022,3,1.0,4.0,1.0,0.0
WY,2022-03-22,2022,3,12.0,40.0,15.0,0.0
AS,2022-03-21,2022,3,6.0,3.0,6.0,0.0
VI,2022-03-21,2022,3,2.0,9.0,2.0,0.0
AS,2022-03-20,2022,3,3.0,2.0,3.0,0.0
VI,2022-03-19,2022,3,2.0,8.0,2.0,0.0
AS,2022-03-18,2022,3,1.0,4.0,1.0,0.0
VI,2022-03-18,2022,3,2.0,8.0,3.0,0.0
AS,2022-03-17,2022,3,3.0,5.0,3.0,0.0
VI,2022-03-16,2022,3,2.0,9.0,3.0,0.0
AS,2022-03-15,2022,3,3.0,6.0,3.0,0.0
VT,2022-03-15,2022,3,14.0,77.0,18.0,0.0
AS,2022-03-14,2022,3,2.0,6.0,2.0,0.0
UT,2022-03-14,2022,3,182.0,317.0,218.0,2.0
AS,2022-03-13,2022,3,1.0,5.0,1.0,0.0
VI,2022-03-13,2022,3,2.0,11.0,3.0,0.0
AS,2022-03-12,2022,3,1.0,7.0,1.0,0.0
VI,2022-03-11,2022,3,3.0,10.0,5.0,0.0
AS,2022-03-10,2022,3,2.0,6.0,2.0,0.0
VI,2022-03-10,2022,3,3.0,10.0,6.0,0.0
AS,2022-03-09,2022,3,2.0,6.0,2.0,0.0
VI,2022-03-08,2022,3,2.0,10.0,2.0,0.0
AS,2022-03-07,2022,3,4.0,6.0,4.0,0.0
VI,2022-03-07,2022,3,2.0,12.0,4.0,0.0
AS,2022-03-06,2022,3,0.0,6.0,0.0,0.0
VI,2022-03-06,2022,3,2.0,11.0,4.0,0.0
AS,2022-03-05,2022,3,0.0,6.0,0.0,0.0
VI,2022-03-05,2022,3,2.0,11.0,6.0,0.0
AS,2022-03-04,2022,3,0.0,6.0,0.0,0.0
VI,2022-03-03,2022,3,3.0,11.0,3.0,0.0
AS,2022-03-02,2022,3,0.0,5.0,0.0,0.0
VI,2022-03-02,2022,3,3.0,10.0,3.0,0.0
AS,2022-03-01,2022,3,0.0,2.0,0.0,0.0
VI,2022-02-28,2022,2,4.0,10.0,6.0,0.0
AS,2022-02-27,2022,2,0.0,1.0,0.0,0.0
VT,2022-02-27,2022,2,34.0,74.0,39.0,0.0
AS,2022-02-26,2022,2,0.0,2.0,0.0,0.0
VI,2022-02-26,2022,2,4.0,10.0,4.0,0.0
AS,2022-02-25,2022,2,0.0,2.0,0.0,0.0
VI,2022-02-25,2022,2,4.0,9.0,4.0,0.0
AS,2022-02-24,2022,2,0.0,1.0,0.0,0.0
VI,2022-02-23,2022,2,5.0,8.0,5.0,0.0
AS,2022-02-22,2022,2,0.0,2.0,0.0,0.0
VI,2022-02-22,2022,2,6.0,6.0,7.0,0.0
AS,2022-02-21,2022,2,0.0,2.0,0.0,0.0
VI,2022-02-20,2022,2,7.0,6.0,8.0,0.0
AS,2022-02-19,2022,2,0.0,4.0,0.0,0.0
VI,2022-02-19,2022,2,7.0,6.0,8.0,0.0
AS,2022-02-18,2022,2,0.0,4.0,0.0,0.0
VI,2022-02-18,2022,2,6.0,6.0,7.0,0.0
AS,2022-02-17,2022,2,0.0,4.0,0.0,0.0
VI,2022-02-17,2022,2,6.0,5.0,7.0,0.0
AS,2022-02-16,2022,2,0.0,2.0,0.0,0.0
VI,2022-02-15,2022,2,7.0,7.0,9.0,0.0
AS,2022-02-14,2022,2,0.0,4.0,0.0,0.0
VI,2022-02-14,2022,2,7.0,7.0,9.0,0.0
AS,2022-02-13,2022,2,0.0,4.0,0.0,0.0
VI,2022-02-12,2022,2,9.0,6.0,12.0,0.0
AS,2022-02-11,2022,2,0.0,5.0,0.0,0.0
VI,2022-02-11,2022,2,9.0,8.0,12.0,0.0
AS,2022-02-10,2022,2,0.0,5.0,0.0,0.0
VI,2022-02-10,2022,2,8.0,10.0,11.0,0.0
AS,2022-02-09,2022,2,0.0,5.0,0.0,0.0
VI,2022-02-09,2022,2,7.0,12.0,11.0,0.0
AS,2022-02-08,2022,2,0.0,4.0,0.0,0.0
VI,2022-02-07,2022,2,17.0,9.0,21.0,0.0
VI,2022-02-06,2022,2,17.0,8.0,21.0,0.0
VI,2022-02-04,2022,2,20.0,9.0,24.0,0.0
VI,2022-02-03,2022,2,21.0,9.0,25.0,0.0
VI,2022-02-02,2022,2,21.0,11.0,25.0,0.0
VI,2022-02-01,2022,2,20.0,13.0,24.0,0.0
AS,2022-01-31,2022,1,0.0,3.0,0.0,0.0
VI,2022-01-30,2022,1,25.0,10.0,30.0,0.0
AS,2022-01-28,2022,1,0.0,4.0,0.0,0.0
VA,2020-11-16,2020,11,1335.0,1641.0,1640.0,22.0
MO,2020-07-17,2020,7,907.0,617.0,1122.0,3.0
IA,2020-12-14,2020,12,811.0,475.0,978.0,11.0
VI,2020-12-10,2020,12,3.0,12.0,5.0,0.0
MA,2020-12-25,2020,12,1997.0,1075.0,2429.0,36.0
ID,2020-06-05,2020,6,0.0,0.0,0.0,0.0
OH,2020-09-16,2020,9,1181.0,3069.0,1520.0,2.0
OK,2020-09-08,2020,9,500.0,804.0,690.0,7.0
HI,2020-08-09,2020,8,149.0,103.0,180.0,4.0
TX,2020-09-11,2020,9,4353.0,5932.0,5671.0,69.0
NE,2020-11-15,2020,11,929.0,469.0,1157.0,12.0
FL,2020-07-27,2020,7,11321.0,5073.0,13925.0,144.0
AZ,2020-10-30,2020,10,929.0,1297.0,1155.0,100.0
CT,2020-07-18,2020,7,176.0,13.0,193.0,0.0
NY,2020-09-15,2020,9,1335.0,3427.0,1550.0,10.0
AK,2020-12-01,2020,12,164.0,150.0,201.0,3.0
MS,2020-11-25,2020,11,1024.0,746.0,1294.0,17.0
AK,2020-09-13,2020,9,48.0,91.0,64.0,0.0
LA,2020-09-10,2020,9,694.0,1321.0,961.0,13.0
NM,2020-12-07,2020,12,865.0,555.0,1111.0,13.0
ME,2020-06-21,2020,6,0.0,0.0,0.0,0.0
KS,2020-11-03,2020,11,633.0,721.0,802.0,6.0
VA,2020-08-11,2020,8,1026.0,1026.0,1234.0,9.0
VA,2020-06-21,2020,6,0.0,0.0,0.0,1.0
LA,2020-07-07,2020,7,585.0,0.0,585.0,7.0
OK,2020-11-07,2020,11,1147.0,1162.0,1463.0,19.0
VA,2020-09-03,2020,9,928.0,1208.0,1116.0,4.0
DC,2020-10-14,2020,10,164.0,446.0,188.0,0.0
CA,2020-10-08,2020,10,3360.0,5856.0,4109.0,45.0
WY,2020-11-27,2020,11,227.0,59.0,272.0,3.0
OH,2020-07-17,2020,7,979.0,834.0,1273.0,2.0
MD,2020-11-28,2020,11,1886.0,1176.0,2293.0,15.0
KY,2020-10-08,2020,10,720.0,1153.0,1400.0,7.0
KY,2020-11-10,2020,11,1311.0,1207.0,1597.0,15.0
NC,2020-07-02,2020,7,0.0,0.0,0.0,4.0
OR,2020-06-25,2020,6,0.0,0.0,0.0,0.0
KY,2020-12-11,2020,12,1814.0,1274.0,2234.0,23.0
FL,2020-08-09,2020,8,8649.0,4938.0,10671.0,111.0
NE,2020-07-11,2020,7,36.0,0.0,36.0,1.0
CO,2020-10-01,2020,10,306.0,1025.0,405.0,4.0
NJ,2020-08-02,2020,8,1074.0,1045.0,1186.0,3.0
WV,2020-10-04,2020,10,235.0,603.0,309.0,4.0
TN,2020-10-13,2020,10,1415.0,1686.0,1777.0,16.0
NC,2020-11-21,2020,11,1926.0,1930.0,2353.0,26.0
MA,2020-09-15,2020,9,303.0,954.0,365.0,2.0
IN,2020-12-01,2020,12,3457.0,2047.0,4265.0,37.0
IA,2020-06-09,2020,6,3.0,0.0,3.0,0.0
MS,2020-11-24,2020,11,1006.0,774.0,1275.0,12.0
NH,2020-11-17,2020,11,122.0,192.0,152.0,0.0
AR,2020-08-19,2020,8,713.0,968.0,1093.0,14.0
ID,2020-09-14,2020,9,141.0,254.0,198.0,3.0
SD,2020-07-06,2020,7,0.0,0.0,0.0,1.0
MS,2020-10-13,2020,10,546.0,600.0,694.0,9.0
OK,2020-11-30,2020,11,1681.0,1183.0,2106.0,30.0
GA,2020-08-08,2020,8,2429.0,1400.0,3055.0,31.0
WI,2020-06-09,2020,6,0.0,0.0,0.0,2.0
IN,2020-09-16,2020,9,784.0,1718.0,963.0,3.0
NH,2020-08-28,2020,8,36.0,177.0,42.0,0.0
WA,2020-12-15,2020,12,1144.0,1211.0,1407.0,17.0
NC,2020-07-25,2020,7,1355.0,1699.0,1731.0,16.0
NJ,2020-03-17,2020,3,0.0,0.0,0.0,0.0
KY,2020-10-14,2020,10,787.0,1208.0,981.0,5.0
NJ,2020-09-21,2020,9,627.0,1179.0,702.0,4.0
MS,2020-06-13,2020,6,1.0,0.0,1.0,4.0
WY,2020-09-13,2020,9,36.0,53.0,46.0,0.0
PR,2020-08-17,2020,8,407.0,440.0,461.0,8.0
LA,2020-11-07,2020,11,590.0,1268.0,778.0,8.0
KS,2020-10-10,2020,10,495.0,632.0,614.0,6.0
MI,2020-09-01,2020,9,670.0,1985.0,821.0,5.0
MD,2020-12-07,2020,12,2013.0,1207.0,2443.0,17.0
PA,2020-09-06,2020,9,963.0,3059.0,1150.0,4.0
SC,2020-11-29,2020,11,931.0,1261.0,1176.0,25.0
IL,2020-06-12,2020,6,0.0,0.0,0.0,25.0
IL,2020-08-11,2020,8,1687.0,2033.0,2078.0,12.0
NC,2020-07-21,2020,7,1100.0,282.0,1394.0,14.0
WI,2020-12-20,2020,12,1419.0,1160.0,1744.0,29.0
AZ,2020-09-21,2020,9,638.0,946.0,738.0,4.0
AL,2020-07-04,2020,7,0.0,0.0,0.0,18.0
VA,2020-06-18,2020,6,0.0,0.0,0.0,2.0
TX,2020-11-05,2020,11,7004.0,6421.0,8907.0,92.0
VI,2020-12-01,2020,12,2.0,11.0,3.0,0.0
IN,2020-09-26,2020,9,930.0,1706.0,1126.0,6.0
OH,2020-12-24,2020,12,4986.0,3702.0,6161.0,87.0
WV,2020-08-29,2020,8,208.0,597.0,271.0,4.0
NH,2020-11-02,2020,11,67.0,172.0,89.0,1.0
SD,2020-06-27,2020,6,0.0,0.0,0.0,0.0
MO,2020-11-22,2020,11,2734.0,2156.0,3428.0,44.0
NC,2020-12-04,2020,12,2438.0,2026.0,2975.0,28.0
NV,2020-06-16,2020,6,105.0,0.0,105.0,4.0
SC,2020-06-14,2020,6,0.0,0.0,0.0,3.0
CO,2020-12-04,2020,12,1902.0,1283.0,2396.0,32.0
MA,2020-11-13,2020,11,765.0,1053.0,945.0,8.0
NH,2020-11-13,2020,11,106.0,186.0,126.0,0.0
WA,2020-07-31,2020,7,514.0,892.0,633.0,5.0
KS,2020-10-01,2020,10,382.0,629.0,480.0,6.0
OH,2020-10-30,2020,10,2011.0,3389.0,2495.0,21.0
MN,2020-10-10,2020,10,601.0,1101.0,759.0,5.0
AL,2020-10-03,2020,10,931.0,1225.0,1238.0,13.0
FL,2020-10-24,2020,10,2648.0,5067.0,3256.0,26.0
GA,2020-06-27,2020,6,0.0,0.0,0.0,8.0
ME,2020-12-12,2020,12,226.0,285.0,284.0,1.0
NV,2020-10-12,2020,10,518.0,565.0,648.0,2.0
NH,2020-09-07,2020,9,38.0,171.0,44.0,0.0
IN,2020-10-03,2020,10,964.0,1732.0,1180.0,8.0
NJ,2020-06-23,2020,6,0.0,0.0,0.0,4.0
NE,2020-06-06,2020,6,54.0,0.0,54.0,3.0
IA,2020-11-12,2020,11,1275.0,576.0,1522.0,18.0
SC,2020-06-09,2020,6,0.0,0.0,0.0,4.0
WV,2020-12-25,2020,12,766.0,642.0,959.0,13.0
DC,2020-11-12,2020,11,198.0,462.0,240.0,0.0
KY,2020-07-08,2020,7,0.0,0.0,0.0,17.0
AZ,2020-06-05,2020,6,0.0,0.0,0.0,10.0
TN,2020-10-31,2020,10,1621.0,1716.0,2083.0,15.0
UT,2020-11-17,2020,11,555.0,648.0,750.0,5.0
CA,2020-09-26,2020,9,3181.0,5744.0,4051.0,40.0
NJ,2020-09-12,2020,9,694.0,1117.0,772.0,5.0
IL,2020-11-16,2020,11,5824.0,2918.0,6952.0,64.0
MT,2020-11-29,2020,11,450.0,211.0,538.0,6.0
ID,2020-07-31,2020,7,222.0,218.0,269.0,0.0
OK,2020-09-25,2020,9,606.0,828.0,816.0,6.0
MD,2020-11-18,2020,11,1570.0,1195.0,1883.0,8.0
WV,2020-09-21,2020,9,242.0,558.0,314.0,0.0
VT,2020-07-26,2020,7,14.0,23.0,14.0,0.0
CA,2020-06-17,2020,6,0.0,0.0,0.0,38.0
MT,2020-07-29,2020,7,60.0,87.0,79.0,1.0
IL,2020-08-25,2020,8,1594.0,2430.0,1984.0,6.0
VA,2020-08-06,2020,8,1006.0,1043.0,1183.0,5.0
KS,2020-09-06,2020,9,276.0,557.0,356.0,4.0
VA,2020-11-26,2020,11,1612.0,1615.0,1997.0,14.0
NV,2020-08-31,2020,8,691.0,613.0,872.0,11.0
MS,2020-11-04,2020,11,634.0,743.0,806.0,12.0
MN,2020-07-23,2020,7,141.0,250.0,156.0,2.0
FL,2020-08-03,2020,8,9953.0,4955.0,12152.0,131.0
DE,2020-11-17,2020,11,194.0,265.0,228.0,2.0
KS,2020-09-18,2020,9,295.0,570.0,381.0,4.0
MI,2020-07-05,2020,7,0.0,0.0,0.0,1.0
MS,2020-10-07,2020,10,511.0,582.0,655.0,8.0
NM,2020-09-17,2020,9,101.0,331.0,130.0,2.0
NC,2020-07-16,2020,7,1244.0,304.0,1566.0,4.0
TX,2020-07-27,2020,7,9909.0,5744.0,12812.0,159.0
CO,2020-06-27,2020,6,0.0,0.0,0.0,1.0
OK,2020-08-17,2020,8,615.0,809.0,832.0,9.0
DC,2020-10-18,2020,10,145.0,417.0,167.0,0.0
ND,2020-08-08,2020,8,103.0,140.0,130.0,0.0
OR,2020-10-11,2020,10,243.0,563.0,300.0,1.0
ME,2020-11-23,2020,11,144.0,276.0,201.0,3.0
GA,2020-10-23,2020,10,1890.0,2317.0,2396.0,18.0
OR,2020-11-19,2020,11,545.0,649.0,662.0,8.0
RI,2020-11-14,2020,11,271.0,212.0,296.0,0.0
ND,2020-08-25,2020,8,99.0,125.0,119.0,0.0
HI,2020-10-13,2020,10,130.0,195.0,153.0,1.0
PA,2020-10-09,2020,10,1275.0,3380.0,1509.0,12.0
CO,2020-12-17,2020,12,1574.0,1253.0,2029.0,16.0
MT,2020-09-25,2020,9,170.0,149.0,199.0,1.0
PA,2020-10-16,2020,10,1328.0,3499.0,1609.0,15.0
MS,2020-11-27,2020,11,1025.0,742.0,1296.0,15.0
OR,2020-08-22,2020,8,171.0,326.0,209.0,2.0
VT,2020-12-06,2020,12,24.0,67.0,28.0,0.0
NV,2020-06-10,2020,6,125.0,0.0,125.0,1.0
SC,2020-06-16,2020,6,0.0,0.0,0.0,5.0
VT,2020-07-12,2020,7,0.0,0.0,0.0,0.0
NM,2020-12-20,2020,12,774.0,566.0,972.0,8.0
IA,2020-10-18,2020,10,518.0,453.0,643.0,6.0
IN,2020-09-28,2020,9,965.0,1637.0,1167.0,13.0
WI,2020-10-12,2020,10,1359.0,1127.0,1661.0,61.0
NM,2020-06-30,2020,6,0.0,0.0,0.0,16.0
IL,2020-07-06,2020,7,0.0,0.0,0.0,7.0
IL,2020-06-13,2020,6,0.0,0.0,0.0,40.0
OK,2020-11-24,2020,11,1595.0,1210.0,2010.0,24.0
KY,2020-09-05,2020,9,580.0,1041.0,1120.0,3.0
NE,2020-08-23,2020,8,185.0,389.0,227.0,4.0
NE,2020-06-11,2020,6,17.0,0.0,17.0,7.0
UT,2020-10-23,2020,10,308.0,646.0,414.0,0.0
TN,2020-10-28,2020,10,1579.0,1750.0,2009.0,24.0
ND,2020-07-30,2020,7,35.0,39.0,47.0,0.0
RI,2020-06-17,2020,6,0.0,0.0,0.0,1.0
DE,2020-07-26,2020,7,143.0,46.0,155.0,0.0
OR,2020-07-19,2020,7,225.0,254.0,297.0,0.0
CO,2020-06-25,2020,6,0.0,0.0,0.0,0.0
NH,2020-11-11,2020,11,105.0,207.0,125.0,0.0
MI,2020-07-10,2020,7,0.0,0.0,0.0,0.0
KY,2020-11-02,2020,11,1089.0,1157.0,1336.0,9.0
ME,2020-12-03,2020,12,184.0,296.0,240.0,3.0
TX,2020-08-04,2020,8,9936.0,5810.0,13027.0,127.0
AL,2020-12-10,2020,12,2484.0,1350.0,3064.0,28.0
NJ,2020-06-24,2020,6,0.0,0.0,0.0,2.0
MN,2020-09-17,2020,9,379.0,1096.0,485.0,4.0
NM,2020-08-30,2020,8,86.0,286.0,117.0,2.0
WY,2020-10-09,2020,10,74.0,56.0,90.0,1.0
HI,2020-12-09,2020,12,66.0,233.0,89.0,0.0
FL,2020-11-01,2020,11,3209.0,5614.0,3867.0,205.0
AL,2020-06-30,2020,6,0.0,0.0,0.0,8.0
AK,2020-10-06,2020,10,45.0,134.0,52.0,0.0
MD,2020-07-22,2020,7,1122.0,909.0,1348.0,3.0
NC,2020-06-07,2020,6,0.0,0.0,0.0,2.0
OH,2020-10-22,2020,10,1703.0,3097.0,2112.0,13.0
TX,2020-10-18,2020,10,5022.0,5763.0,6461.0,59.0
LA,2020-12-20,2020,12,1468.0,1386.0,1936.0,17.0
VT,2020-12-15,2020,12,26.0,82.0,35.0,3.0
VA,2020-03-21,2020,3,0.0,0.0,0.0,0.0
DC,2020-10-12,2020,10,140.0,414.0,166.0,0.0
NC,2020-12-07,2020,12,2612.0,2001.0,3205.0,22.0
RI,2020-12-22,2020,12,485.0,148.0,539.0,7.0
NJ,2020-08-04,2020,8,312.0,10.0,319.0,5.0
AL,2020-08-14,2020,8,1687.0,1430.0,2210.0,26.0
RI,2020-09-16,2020,9,87.0,146.0,94.0,1.0
NY,2020-08-30,2020,8,1283.0,3250.0,1450.0,8.0
CA,2020-06-11,2020,6,137.0,0.0,137.0,69.0
LA,2020-07-23,2020,7,47.0,1395.0,488.0,27.0
ND,2020-11-10,2020,11,520.0,148.0,589.0,5.0
GA,2020-08-01,2020,8,2718.0,1441.0,3416.0,26.0
DE,2020-10-23,2020,10,154.0,260.0,179.0,2.0
NH,2020-07-19,2020,7,44.0,157.0,59.0,0.0
IL,2020-06-18,2020,6,0.0,0.0,0.0,29.0
VI,2020-11-21,2020,11,2.0,11.0,2.0,0.0
OH,2020-06-26,2020,6,0.0,0.0,0.0,0.0
VT,2020-12-10,2020,12,21.0,77.0,23.0,0.0
SC,2020-11-22,2020,11,858.0,1244.0,1077.0,13.0
NV,2020-10-20,2020,10,551.0,630.0,689.0,2.0
ME,2020-08-19,2020,8,57.0,250.0,66.0,0.0
NM,2020-09-26,2020,9,121.0,361.0,153.0,2.0
TX,2020-08-14,2020,8,8067.0,6183.0,10669.0,151.0
VA,2020-12-02,2020,12,1849.0,1729.0,2272.0,25.0
WI,2020-10-15,2020,10,1436.0,1226.0,1750.0,59.0
SD,2020-07-14,2020,7,0.0,0.0,0.0,0.0
RI,2020-06-07,2020,6,0.0,0.0,0.0,2.0
KY,2020-10-15,2020,10,755.0,1180.0,946.0,4.0
ME,2020-08-27,2020,8,30.0,260.0,39.0,0.0
NY,2020-11-04,2020,11,2179.0,4265.0,2511.0,21.0
PR,2020-09-11,2020,9,414.0,491.0,482.0,8.0
DE,2020-09-10,2020,9,95.0,184.0,118.0,1.0
AL,2020-11-07,2020,11,1272.0,1300.0,1603.0,11.0
ID,2020-08-29,2020,8,174.0,264.0,221.0,2.0
TX,2020-12-17,2020,12,10518.0,7085.0,13378.0,170.0
TN,2020-07-29,2020,7,1506.0,1479.0,1975.0,34.0
WV,2020-11-22,2020,11,542.0,596.0,693.0,6.0
DE,2020-06-08,2020,6,0.0,0.0,0.0,3.0
HI,2020-11-09,2020,11,77.0,220.0,95.0,0.0
WA,2020-08-26,2020,8,471.0,1010.0,583.0,2.0
UT,2020-11-11,2020,11,512.0,661.0,692.0,4.0
UT,2020-11-10,2020,11,471.0,646.0,649.0,2.0
WI,2020-10-13,2020,10,1385.0,1207.0,1686.0,62.0
NH,2020-07-28,2020,7,55.0,181.0,68.0,1.0
KS,2020-07-08,2020,7,0.0,0.0,0.0,2.0
VT,2020-07-13,2020,7,0.0,0.0,0.0,0.0
MT,2020-12-06,2020,12,392.0,210.0,470.0,7.0
HI,2020-12-08,2020,12,71.0,235.0,94.0,0.0
MO,2020-11-19,2020,11,2863.0,2203.0,3568.0,34.0
VI,2020-12-18,2020,12,2.0,11.0,4.0,0.0
SD,2020-06-19,2020,6,0.0,0.0,0.0,0.0
AL,2020-07-23,2020,7,1971.0,1452.0,2518.0,22.0
LA,2020-11-08,2020,11,635.0,1220.0,825.0,8.0
IL,2020-09-19,2020,9,1627.0,2326.0,1992.0,14.0
NE,2020-09-02,2020,9,238.0,423.0,290.0,2.0
DC,2020-10-22,2020,10,158.0,464.0,189.0,1.0
NC,2020-09-01,2020,9,513.0,1830.0,832.0,12.0
TN,2020-10-12,2020,10,1351.0,1575.0,1692.0,31.0
IL,2020-06-19,2020,6,0.0,0.0,0.0,21.0
WI,2020-06-07,2020,6,0.0,0.0,0.0,1.0
OH,2020-09-03,2020,9,1238.0,3033.0,1594.0,5.0
PA,2020-08-20,2020,8,1111.0,3061.0,1341.0,11.0
MS,2020-12-22,2020,12,1369.0,806.0,1719.0,30.0
AZ,2020-11-08,2020,11,1244.0,1332.0,1566.0,11.0
PA,2020-08-27,2020,8,1034.0,3063.0,1278.0,3.0
ID,2020-09-04,2020,9,151.0,267.0,198.0,3.0
CA,2020-09-08,2020,9,4485.0,5757.0,5740.0,58.0
TN,2020-12-09,2020,12,2838.0,1740.0,3511.0,54.0
PR,2020-08-25,2020,8,405.0,468.0,472.0,2.0
RI,2020-06-15,2020,6,0.0,0.0,0.0,1.0
NV,2020-06-27,2020,6,142.0,0.0,142.0,4.0
AZ,2020-12-26,2020,12,4347.0,1797.0,5329.0,54.0
DE,2020-10-13,2020,10,175.0,237.0,198.0,1.0
FL,2020-06-23,2020,6,0.0,0.0,0.0,5.0
HI,2020-08-19,2020,8,204.0,144.0,234.0,2.0
ME,2020-04-28,2020,4,0.0,0.0,0.0,0.0
VA,2020-08-17,2020,8,993.0,988.0,1218.0,3.0
MT,2020-08-15,2020,8,73.0,115.0,99.0,0.0
GA,2020-07-16,2020,7,2202.0,752.0,2751.0,13.0
NJ,2020-06-14,2020,6,0.0,0.0,0.0,5.0
KS,2020-12-04,2020,12,1251.0,623.0,1558.0,18.0
WY,2020-06-23,2020,6,0.0,0.0,0.0,0.0
NV,2020-07-02,2020,7,173.0,0.0,173.0,5.0
IN,2020-08-22,2020,8,867.0,1604.0,1042.0,8.0
AZ,2020-09-03,2020,9,778.0,1004.0,987.0,9.0
TX,2020-07-21,2020,7,8561.0,4954.0,10747.0,110.0
AR,2020-11-12,2020,11,908.0,1083.0,1150.0,9.0
ME,2020-09-29,2020,9,33.0,258.0,46.0,0.0
IA,2020-09-09,2020,9,332.0,461.0,418.0,8.0
AZ,2020-07-16,2020,7,2644.0,698.0,3223.0,49.0
CA,2020-06-21,2020,6,0.0,0.0,0.0,42.0
IA,2020-08-30,2020,8,318.0,471.0,406.0,6.0
WV,2020-07-20,2020,7,138.0,547.0,187.0,3.0
PA,2020-12-12,2020,12,6970.0,4090.0,8332.0,102.0
PR,2020-07-12,2020,7,3.0,0.0,3.0,0.0
LA,2020-10-20,2020,10,566.0,1309.0,749.0,4.0
ND,2020-12-16,2020,12,319.0,160.0,373.0,0.0
WA,2020-09-23,2020,9,458.0,1167.0,547.0,5.0
WI,2020-08-25,2020,8,647.0,989.0,810.0,51.0
IL,2020-09-28,2020,9,1586.0,2357.0,1958.0,10.0
IL,2020-08-17,2020,8,1605.0,2214.0,1951.0,15.0
MN,2020-03-01,2020,3,0.0,0.0,0.0,0.0
NC,2020-08-11,2020,8,1309.0,1770.0,1660.0,19.0
NV,2020-12-14,2020,12,2019.0,818.0,2415.0,32.0
CA,2020-09-25,2020,9,3259.0,5825.0,4127.0,47.0
ID,2020-07-14,2020,7,0.0,0.0,0.0,1.0
MA,2020-11-22,2020,11,978.0,984.0,1203.0,5.0
NJ,2020-07-08,2020,7,0.0,0.0,0.0,4.0
NV,2020-07-13,2020,7,273.0,0.0,273.0,2.0
NM,2020-08-09,2020,8,151.0,181.0,205.0,2.0
ND,2020-09-04,2020,9,100.0,132.0,125.0,0.0
