code,date,Year,Mes,hosp_covid,uso_uci,ocup_hosp,deaths_covid
SC,2021-08-07,2021,8,1102.0,1310.0,1398.0,18.0
CO,2021-07-05,2021,7,351.0,975.0,458.0,0.0
NE,2021-03-07,2021,3,156.0,324.0,203.0,2.0
MA,2021-05-29,2021,5,225.0,981.0,306.0,2.0
IA,2021-09-10,2021,9,602.0,742.0,752.0,4.0
TN,2021-05-14,2021,5,718.0,1701.0,986.0,4.0
IN,2021-10-03,2021,10,1870.0,1847.0,2450.0,10.0
DE,2021-08-30,2021,8,252.0,258.0,292.0,1.0
MI,2021-05-18,2021,5,1794.0,2305.0,2305.0,24.0
WA,2021-09-08,2021,9,1909.0,1298.0,2350.0,32.0
VI,2021-03-09,2021,3,3.0,9.0,6.0,0.0
VA,2021-08-23,2021,8,1409.0,1721.0,1750.0,12.0
TN,2021-03-17,2021,3,730.0,1709.0,946.0,10.0
MS,2021-04-07,2021,4,237.0,698.0,317.0,3.0
DC,2021-09-30,2021,9,138.0,283.0,161.0,1.0
MO,2021-07-19,2021,7,1540.0,2230.0,2065.0,18.0
WI,2021-10-14,2021,10,1239.0,1130.0,1538.0,15.0
HI,2021-07-23,2021,7,77.0,152.0,95.0,2.0
WI,2021-09-15,2021,9,1121.0,1063.0,1435.0,9.0
DE,2021-05-24,2021,5,81.0,258.0,94.0,1.0
KS,2021-04-12,2021,4,178.0,621.0,229.0,2.0
VI,2021-07-07,2021,7,5.0,6.0,8.0,2.0
NV,2021-05-24,2021,5,276.0,577.0,347.0,0.0
NC,2021-08-18,2021,8,2965.0,2348.0,3721.0,53.0
NM,2021-09-29,2021,9,359.0,400.0,476.0,2.0
OK,2021-05-09,2021,5,253.0,1002.0,318.0,2.0
NJ,2021-04-03,2021,4,2366.0,1444.0,2740.0,33.0
SC,2021-09-29,2021,9,1868.0,1427.0,2357.0,42.0
VA,2021-06-10,2021,6,381.0,1641.0,469.0,7.0
SD,2021-09-05,2021,9,229.0,187.0,288.0,3.0
KS,2021-06-14,2021,6,131.0,637.0,173.0,0.0
IA,2021-09-30,2021,9,652.0,801.0,802.0,9.0
CT,2021-08-04,2021,8,181.0,750.0,214.0,2.0
IN,2021-04-01,2021,4,742.0,1468.0,898.0,5.0
VA,2021-10-02,2021,10,1765.0,1800.0,2179.0,29.0
NJ,2021-03-12,2021,3,1979.0,1493.0,2336.0,16.0
MO,2021-06-22,2021,6,833.0,2119.0,1102.0,6.0
KY,2021-09-11,2021,9,2557.0,1392.0,3173.0,49.0
ME,2021-06-18,2021,6,69.0,250.0,86.0,1.0
NH,2021-03-08,2021,3,89.0,190.0,112.0,1.0
WV,2021-09-05,2021,9,805.0,678.0,1045.0,14.0
RI,2021-07-08,2021,7,80.0,200.0,83.0,0.0
MD,2021-09-09,2021,9,1056.0,1127.0,1279.0,9.0
NJ,2021-04-08,2021,4,2453.0,1495.0,2869.0,23.0
WA,2021-09-01,2021,9,1822.0,1313.0,2285.0,28.0
TX,2021-05-06,2021,5,3119.0,5738.0,4027.0,34.0
PA,2021-10-04,2021,10,3364.0,3983.0,4086.0,53.0
PR,2021-06-16,2021,6,101.0,629.0,111.0,3.0
MD,2021-08-26,2021,8,916.0,1138.0,1110.0,5.0
NC,2021-07-01,2021,7,404.0,2089.0,505.0,30.0
CT,2021-06-18,2021,6,64.0,730.0,69.0,0.0
MA,2021-05-31,2021,5,212.0,934.0,294.0,1.0
TN,2021-08-13,2021,8,2270.0,1767.0,2917.0,31.0
DC,2021-09-17,2021,9,141.0,274.0,162.0,4.0
WY,2021-09-04,2021,9,201.0,85.0,263.0,3.0
NH,2021-07-19,2021,7,29.0,197.0,39.0,0.0
MS,2021-09-13,2021,9,1244.0,889.0,1660.0,26.0
MI,2021-05-16,2021,5,1897.0,2287.0,2431.0,36.0
FL,2021-09-23,2021,9,7433.0,7082.0,9354.0,152.0
AZ,2021-10-04,2021,10,1793.0,1546.0,2216.0,140.0
NM,2021-03-09,2021,3,159.0,457.0,203.0,2.0
NH,2021-03-13,2021,3,93.0,193.0,110.0,0.0
VI,2021-09-28,2021,9,6.0,8.0,8.0,0.0
TX,2021-07-27,2021,7,5841.0,6868.0,7424.0,35.0
PA,2021-06-09,2021,6,957.0,4012.0,1151.0,6.0
MO,2021-07-14,2021,7,1424.0,2304.0,1904.0,19.0
WA,2021-07-24,2021,7,528.0,1246.0,662.0,6.0
HI,2021-10-06,2021,10,174.0,260.0,217.0,1.0
IL,2021-05-02,2021,5,2019.0,2746.0,2487.0,17.0
MD,2021-10-15,2021,10,901.0,1066.0,1103.0,9.0
DC,2021-06-22,2021,6,65.0,282.0,72.0,0.0
OK,2021-08-19,2021,8,1565.0,1197.0,1988.0,28.0
TN,2021-07-22,2021,7,652.0,1667.0,867.0,10.0
NM,2021-04-09,2021,4,130.0,339.0,170.0,1.0
IA,2021-04-22,2021,4,229.0,466.0,281.0,0.0
MD,2021-07-09,2021,7,264.0,1052.0,302.0,1.0
ME,2021-03-28,2021,3,98.0,268.0,128.0,0.0
GA,2021-08-18,2021,8,5352.0,2655.0,6608.0,65.0
PR,2021-05-23,2021,5,218.0,621.0,263.0,4.0
OK,2021-05-30,2021,5,212.0,983.0,257.0,2.0
DE,2021-09-26,2021,9,235.0,290.0,274.0,1.0
TX,2021-09-21,2021,9,12256.0,8235.0,15796.0,213.0
PA,2021-04-25,2021,4,2930.0,3835.0,3537.0,27.0
VT,2021-02-22,2021,2,38.0,92.0,51.0,1.0
MN,2021-06-29,2021,6,142.0,1026.0,170.0,1.0
AL,2021-09-28,2021,9,1679.0,1542.0,2233.0,35.0
FL,2021-07-03,2021,7,2178.0,5883.0,2663.0,25.0
KY,2021-06-15,2021,6,245.0,1111.0,326.0,14.0
CT,2021-04-11,2021,4,590.0,818.0,723.0,2.0
OR,2021-07-05,2021,7,165.0,536.0,194.0,0.0
HI,2021-06-07,2021,6,37.0,130.0,47.0,1.0
AZ,2021-09-04,2021,9,2053.0,1613.0,2572.0,31.0
SD,2021-04-06,2021,4,88.0,160.0,105.0,0.0
TN,2021-09-16,2021,9,3681.0,1966.0,4726.0,62.0
IA,2021-06-28,2021,6,115.0,419.0,139.0,1.0
TN,2021-04-28,2021,4,892.0,1741.0,1160.0,14.0
VI,2021-09-14,2021,9,6.0,11.0,8.0,0.0
SD,2021-07-17,2021,7,34.0,155.0,41.0,0.0
IN,2021-06-09,2021,6,571.0,1596.0,728.0,4.0
NE,2021-03-26,2021,3,121.0,364.0,157.0,2.0
NE,2021-05-25,2021,5,92.0,355.0,123.0,0.0
NV,2021-08-05,2021,8,1276.0,713.0,1534.0,17.0
LA,2021-10-05,2021,10,591.0,1223.0,814.0,8.0
AZ,2021-06-04,2021,6,529.0,1282.0,672.0,5.0
TX,2021-05-01,2021,5,3112.0,5793.0,4011.0,17.0
AS,2021-09-21,2021,9,0.0,4.0,0.0,0.0
NJ,2021-05-28,2021,5,606.0,1322.0,734.0,5.0
SD,2021-06-21,2021,6,26.0,138.0,31.0,1.0
OH,2021-05-08,2021,5,1494.0,2896.0,1905.0,10.0
NE,2021-03-16,2021,3,149.0,318.0,186.0,1.0
NJ,2021-03-15,2021,3,1953.0,1380.0,2305.0,25.0
DC,2021-08-09,2021,8,88.0,281.0,117.0,0.0
AZ,2021-09-09,2021,9,2123.0,1656.0,2645.0,35.0
WA,2021-09-12,2021,9,1856.0,1316.0,2315.0,24.0
MN,2021-06-17,2021,6,199.0,1036.0,248.0,1.0
AL,2021-05-17,2021,5,419.0,1326.0,553.0,4.0
PA,2021-04-20,2021,4,3422.0,3993.0,4089.0,28.0
VT,2021-10-08,2021,10,30.0,97.0,39.0,2.0
MA,2021-03-18,2021,3,565.0,1058.0,731.0,12.0
PA,2021-10-08,2021,10,3464.0,4100.0,4164.0,40.0
ID,2021-07-03,2021,7,75.0,313.0,94.0,0.0
PR,2021-10-19,2021,10,95.0,622.0,123.0,1.0
CA,2021-03-12,2021,3,3725.0,7516.0,4701.0,84.0
MT,2021-10-09,2021,10,500.0,245.0,605.0,6.0
KY,2021-05-03,2021,5,448.0,1075.0,551.0,17.0
MS,2021-10-24,2021,10,353.0,760.0,453.0,10.0
CT,2021-04-17,2021,4,590.0,795.0,707.0,6.0
DC,2021-10-10,2021,10,118.0,265.0,140.0,1.0
OH,2021-09-11,2021,9,3651.0,3242.0,4548.0,47.0
CT,2021-08-17,2021,8,399.0,760.0,471.0,3.0
AK,2021-08-09,2021,8,122.0,143.0,142.0,2.0
MO,2021-04-24,2021,4,803.0,2023.0,1005.0,5.0
RI,2021-04-30,2021,4,183.0,213.0,211.0,2.0
AS,2021-08-25,2021,8,0.0,4.0,0.0,0.0
MS,2021-06-09,2021,6,182.0,698.0,248.0,5.0
FL,2021-07-29,2021,7,9777.0,6998.0,11741.0,77.0
WI,2021-08-29,2021,8,940.0,1014.0,1215.0,7.0
ND,2021-04-20,2021,4,103.0,163.0,118.0,0.0
DE,2021-07-27,2021,7,40.0,256.0,47.0,0.0
PA,2021-08-04,2021,8,870.0,3974.0,1031.0,6.0
UT,2021-08-23,2021,8,430.0,669.0,593.0,3.0
MI,2021-09-20,2021,9,1524.0,2117.0,1928.0,22.0
NC,2021-09-11,2021,9,3602.0,2183.0,4559.0,71.0
VA,2021-04-05,2021,4,1108.0,1554.0,1352.0,14.0
SC,2021-07-03,2021,7,113.0,1005.0,148.0,0.0
KY,2021-04-14,2021,4,446.0,1114.0,554.0,17.0
IL,2021-06-04,2021,6,942.0,2844.0,1172.0,12.0
NV,2021-10-14,2021,10,741.0,722.0,875.0,18.0
SD,2021-09-10,2021,9,194.0,206.0,256.0,0.0
NC,2021-04-13,2021,4,1112.0,1913.0,1383.0,18.0
MT,2021-07-25,2021,7,84.0,165.0,102.0,1.0
NY,2021-04-19,2021,4,4692.0,4689.0,5628.0,52.0
NJ,2021-09-24,2021,9,1123.0,1421.0,1342.0,19.0
WY,2021-05-10,2021,5,18.0,38.0,22.0,0.0
VA,2021-05-11,2021,5,748.0,1658.0,952.0,9.0
NC,2021-10-27,2021,10,1472.0,2227.0,1884.0,36.0
LA,2021-08-15,2021,8,2709.0,1603.0,3593.0,42.0
IN,2021-05-22,2021,5,761.0,1672.0,969.0,3.0
UT,2021-07-12,2021,7,236.0,608.0,337.0,1.0
AZ,2021-07-31,2021,7,1191.0,1402.0,1488.0,18.0
AL,2021-06-03,2021,6,367.0,1318.0,471.0,4.0
KS,2021-04-15,2021,4,184.0,672.0,232.0,3.0
ME,2021-06-07,2021,6,100.0,248.0,133.0,1.0
CA,2021-03-31,2021,3,2623.0,7220.0,3232.0,34.0
SD,2021-07-01,2021,7,25.0,147.0,31.0,0.0
NC,2021-04-17,2021,4,1155.0,1919.0,1430.0,17.0
GA,2021-05-11,2021,5,1329.0,2279.0,1688.0,12.0
AR,2021-07-11,2021,7,574.0,1000.0,755.0,5.0
TN,2021-05-17,2021,5,692.0,1733.0,948.0,8.0
NH,2021-05-03,2021,5,87.0,174.0,108.0,2.0
KY,2021-09-21,2021,9,2323.0,1385.0,2952.0,52.0
OH,2021-10-25,2021,10,3027.0,3107.0,3818.0,43.0
SD,2021-08-12,2021,8,76.0,165.0,97.0,0.0
VT,2021-05-14,2021,5,15.0,81.0,17.0,0.0
NY,2021-06-18,2021,6,947.0,4360.0,1136.0,12.0
IN,2021-07-13,2021,7,409.0,1552.0,503.0,3.0
ME,2021-06-11,2021,6,86.0,251.0,112.0,1.0
AR,2021-04-20,2021,4,222.0,921.0,285.0,0.0
AK,2021-04-14,2021,4,38.0,145.0,54.0,1.0
MD,2021-06-05,2021,6,478.0,1069.0,581.0,6.0
NE,2021-03-29,2021,3,117.0,352.0,158.0,1.0
AL,2021-09-20,2021,9,2168.0,1549.0,2855.0,42.0
NV,2021-04-22,2021,4,351.0,615.0,415.0,1.0
KY,2021-04-06,2021,4,410.0,1078.0,517.0,15.0
NE,2021-04-23,2021,4,141.0,396.0,192.0,0.0
DE,2021-03-28,2021,3,148.0,283.0,165.0,0.0
NH,2021-04-30,2021,4,89.0,207.0,113.0,0.0
VI,2021-08-10,2021,8,33.0,12.0,38.0,1.0
TX,2021-10-09,2021,10,7107.0,7534.0,9384.0,131.0
NH,2021-09-23,2021,9,147.0,219.0,183.0,2.0
MA,2021-09-05,2021,9,500.0,970.0,659.0,9.0
NM,2021-05-27,2021,5,125.0,332.0,168.0,4.0
CA,2021-08-07,2021,8,6139.0,7513.0,7443.0,57.0
RI,2021-06-17,2021,6,82.0,194.0,91.0,1.0
TN,2021-06-07,2021,6,426.0,1685.0,572.0,5.0
NJ,2021-05-09,2021,5,1139.0,1317.0,1396.0,18.0
MA,2021-06-01,2021,6,201.0,967.0,282.0,3.0
NC,2021-08-21,2021,8,3169.0,2076.0,3996.0,62.0
SD,2021-04-13,2021,4,110.0,149.0,137.0,0.0
WY,2021-09-23,2021,9,226.0,93.0,286.0,4.0
NM,2021-04-11,2021,4,128.0,335.0,159.0,2.0
CA,2021-05-19,2021,5,1683.0,6985.0,2057.0,16.0
PA,2021-06-07,2021,6,984.0,3729.0,1181.0,12.0
RI,2021-06-29,2021,6,71.0,184.0,73.0,2.0
MA,2021-07-07,2021,7,106.0,1002.0,141.0,0.0
WA,2021-07-11,2021,7,444.0,1121.0,546.0,1.0
WI,2021-03-29,2021,3,277.0,853.0,349.0,3.0
WV,2021-08-31,2021,8,706.0,681.0,910.0,9.0
AZ,2021-06-13,2021,6,491.0,1198.0,610.0,8.0
DE,2021-07-20,2021,7,35.0,271.0,40.0,0.0
AK,2021-08-18,2021,8,124.0,152.0,157.0,0.0
ME,2021-06-20,2021,6,74.0,235.0,93.0,1.0
NJ,2021-05-22,2021,5,756.0,1345.0,922.0,6.0
TN,2021-10-17,2021,10,1551.0,1821.0,2012.0,30.0
PR,2021-10-01,2021,10,155.0,605.0,197.0,2.0
AR,2021-06-28,2021,6,327.0,976.0,455.0,2.0
MT,2021-07-22,2021,7,80.0,146.0,98.0,2.0
NV,2021-05-16,2021,5,335.0,487.0,397.0,1.0
VT,2021-08-15,2021,8,25.0,94.0,34.0,0.0
MN,2021-04-17,2021,4,800.0,1144.0,985.0,3.0
ME,2021-08-28,2021,8,160.0,256.0,224.0,3.0
ME,2021-08-25,2021,8,152.0,277.0,216.0,0.0
IL,2021-09-04,2021,9,2252.0,2947.0,2789.0,31.0
CA,2021-08-11,2021,8,7027.0,7885.0,8529.0,61.0
KY,2021-03-19,2021,3,497.0,1078.0,605.0,17.0
MT,2021-09-06,2021,9,311.0,194.0,387.0,6.0
PA,2021-08-20,2021,8,1650.0,3899.0,2019.0,48.0
VA,2021-05-20,2021,5,615.0,1612.0,785.0,9.0
SC,2021-05-12,2021,5,344.0,1080.0,437.0,8.0
IL,2021-09-19,2021,9,2048.0,2945.0,2513.0,19.0
TX,2021-04-26,2021,4,3329.0,5698.0,4218.0,24.0
IL,2021-03-29,2021,3,1436.0,2639.0,1735.0,10.0
IA,2021-09-11,2021,9,609.0,683.0,761.0,5.0
AL,2021-05-22,2021,5,389.0,1319.0,504.0,5.0
KY,2021-03-10,2021,3,584.0,1118.0,723.0,15.0
NE,2021-07-28,2021,7,144.0,393.0,199.0,2.0
HI,2021-09-07,2021,9,440.0,192.0,524.0,7.0
LA,2021-10-04,2021,10,602.0,1174.0,824.0,11.0
DE,2021-06-29,2021,6,24.0,272.0,28.0,0.0
AR,2021-09-25,2021,9,842.0,1123.0,1158.0,19.0
DE,2021-04-30,2021,4,198.0,245.0,216.0,2.0
MO,2021-06-16,2021,6,740.0,2100.0,946.0,10.0
OR,2021-05-29,2021,5,324.0,625.0,390.0,3.0
TX,2021-04-12,2021,4,3513.0,5855.0,4494.0,28.0
KY,2021-04-30,2021,4,472.0,1122.0,585.0,15.0
NC,2021-07-11,2021,7,452.0,2035.0,583.0,12.0
AK,2021-08-26,2021,8,156.0,148.0,193.0,1.0
ND,2021-03-30,2021,3,63.0,142.0,72.0,0.0
CT,2021-04-12,2021,4,619.0,803.0,753.0,9.0
NC,2021-07-27,2021,7,1050.0,2161.0,1311.0,20.0
SD,2021-05-25,2021,5,44.0,164.0,57.0,0.0
AL,2021-08-31,2021,8,3084.0,1641.0,3973.0,41.0
CT,2021-03-23,2021,3,476.0,800.0,578.0,6.0
RI,2021-04-03,2021,4,179.0,206.0,199.0,1.0
MA,2021-04-02,2021,4,639.0,1125.0,812.0,4.0
AZ,2021-06-22,2021,6,492.0,1295.0,625.0,4.0
MI,2021-04-13,2021,4,4221.0,2409.0,5056.0,35.0
ME,2021-08-11,2021,8,72.0,276.0,104.0,0.0
CT,2021-09-25,2021,9,306.0,763.0,376.0,7.0
DC,2021-04-19,2021,4,192.0,236.0,238.0,4.0
SC,2021-07-15,2021,7,210.0,1223.0,259.0,3.0
PA,2021-05-28,2021,5,1664.0,3918.0,1984.0,11.0
MA,2021-07-19,2021,7,108.0,922.0,143.0,2.0
MI,2021-08-09,2021,8,752.0,1974.0,933.0,3.0
UT,2021-04-25,2021,4,156.0,633.0,225.0,1.0
UT,2021-08-31,2021,8,492.0,709.0,662.0,2.0
WA,2021-09-21,2021,9,1731.0,1306.0,2130.0,20.0
AR,2021-10-26,2021,10,454.0,1036.0,616.0,13.0
OR,2021-10-13,2021,10,728.0,657.0,895.0,9.0
PA,2021-06-03,2021,6,1430.0,3878.0,1687.0,13.0
DC,2021-07-04,2021,7,52.0,234.0,61.0,0.0
OK,2021-05-28,2021,5,232.0,1092.0,277.0,2.0
DE,2021-04-21,2021,4,226.0,278.0,254.0,1.0
GA,2021-08-31,2021,8,6402.0,2871.0,7922.0,96.0
ND,2021-08-01,2021,8,50.0,142.0,56.0,0.0
VI,2021-07-26,2021,7,16.0,11.0,21.0,0.0
TX,2021-08-13,2021,8,12131.0,7610.0,15091.0,120.0
WA,2021-09-02,2021,9,1826.0,1294.0,2287.0,31.0
AL,2021-08-15,2021,8,2721.0,1534.0,3472.0,43.0
LA,2021-09-15,2021,9,1312.0,1440.0,1814.0,26.0
MD,2021-08-06,2021,8,547.0,1112.0,669.0,1.0
TX,2021-04-18,2021,4,3332.0,5691.0,4270.0,30.0
VT,2021-06-07,2021,6,2.0,77.0,2.0,0.0
CO,2021-03-17,2021,3,441.0,1155.0,578.0,3.0
CA,2021-04-06,2021,4,2361.0,6917.0,2874.0,25.0
WV,2021-04-29,2021,4,286.0,619.0,373.0,4.0
SC,2021-07-04,2021,7,114.0,988.0,148.0,1.0
NH,2021-03-11,2021,3,101.0,197.0,118.0,0.0
NH,2021-08-26,2021,8,115.0,203.0,142.0,1.0
VI,2021-03-18,2021,3,5.0,9.0,10.0,0.0
VT,2021-09-18,2021,9,47.0,95.0,62.0,0.0
MI,2021-06-12,2021,6,574.0,2121.0,737.0,8.0
DE,2021-08-12,2021,8,125.0,266.0,135.0,0.0
MT,2021-05-12,2021,5,69.0,148.0,83.0,1.0
SC,2021-03-30,2021,3,457.0,1070.0,561.0,5.0
DC,2021-10-20,2021,10,101.0,298.0,121.0,0.0
MT,2021-07-03,2021,7,41.0,151.0,52.0,1.0
VT,2021-06-19,2021,6,3.0,75.0,5.0,0.0
KS,2021-09-06,2021,9,746.0,703.0,958.0,20.0
NY,2021-04-24,2021,4,3886.0,4646.0,4721.0,61.0
NM,2021-04-04,2021,4,102.0,311.0,136.0,2.0
DE,2021-05-15,2021,5,100.0,243.0,108.0,0.0
CA,2021-03-18,2021,3,3319.0,7428.0,4113.0,69.0
MA,2021-08-31,2021,8,500.0,1039.0,671.0,4.0
TX,2021-08-30,2021,8,14723.0,8029.0,18663.0,199.0
MI,2021-06-15,2021,6,550.0,2116.0,702.0,8.0
NE,2021-08-29,2021,8,336.0,410.0,429.0,3.0
NJ,2021-10-18,2021,10,935.0,1369.0,1124.0,8.0
MS,2021-10-16,2021,10,298.0,719.0,390.0,3.0
PR,2021-08-10,2021,8,327.0,633.0,395.0,6.0
MT,2021-04-18,2021,4,62.0,137.0,74.0,0.0
UT,2021-09-25,2021,9,585.0,700.0,795.0,4.0
VI,2021-05-05,2021,5,4.0,12.0,6.0,0.0
NM,2021-04-06,2021,4,95.0,337.0,128.0,1.0
AZ,2021-10-01,2021,10,1780.0,1609.0,2199.0,45.0
ME,2021-09-27,2021,9,243.0,257.0,312.0,3.0
DE,2021-09-13,2021,9,290.0,281.0,330.0,4.0
NY,2021-05-13,2021,5,2375.0,4497.0,2872.0,28.0
NH,2021-03-16,2021,3,96.0,202.0,118.0,0.0
TN,2021-08-29,2021,8,3371.0,1819.0,4290.0,58.0
HI,2021-03-17,2021,3,41.0,245.0,51.0,0.0
DE,2021-05-10,2021,5,122.0,230.0,136.0,0.0
LA,2021-08-07,2021,8,2319.0,1495.0,3092.0,28.0
MN,2021-07-17,2021,7,139.0,1035.0,166.0,1.0
CA,2021-03-13,2021,3,3909.0,7376.0,4852.0,52.0
NC,2021-09-29,2021,9,2912.0,2423.0,3746.0,52.0
AL,2021-07-21,2021,7,699.0,1370.0,912.0,6.0
NM,2021-07-23,2021,7,119.0,321.0,160.0,1.0
KY,2021-04-16,2021,4,434.0,1149.0,540.0,15.0
NM,2021-08-11,2021,8,312.0,377.0,415.0,4.0
NE,2021-08-30,2021,8,348.0,433.0,449.0,4.0
MN,2021-04-20,2021,4,777.0,1137.0,990.0,5.0
IA,2021-08-24,2021,8,579.0,705.0,711.0,5.0
MT,2021-07-04,2021,7,40.0,148.0,51.0,0.0
AZ,2021-04-28,2021,4,646.0,1379.0,840.0,5.0
PR,2021-04-19,2021,4,592.0,477.0,681.0,72.0
NM,2021-06-06,2021,6,93.0,318.0,125.0,1.0
GA,2021-03-11,2021,3,1939.0,2388.0,2480.0,29.0
NY,2021-08-24,2021,8,2672.0,4421.0,3158.0,18.0
RI,2021-10-25,2021,10,88.0,216.0,104.0,3.0
ME,2021-05-28,2021,5,126.0,266.0,179.0,1.0
NC,2021-04-14,2021,4,1125.0,1942.0,1398.0,12.0
ME,2021-04-15,2021,4,126.0,258.0,168.0,1.0
WV,2021-10-03,2021,10,1033.0,696.0,1304.0,21.0
SC,2021-06-15,2021,6,131.0,1087.0,169.0,3.0
TX,2021-04-22,2021,4,3449.0,5896.0,4375.0,37.0
MA,2021-04-13,2021,4,664.0,1054.0,836.0,6.0
GA,2021-04-03,2021,4,1286.0,2300.0,1625.0,18.0
WV,2021-06-28,2021,6,102.0,582.0,127.0,0.0
VT,2021-08-19,2021,8,22.0,104.0,31.0,2.0
NV,2021-08-04,2021,8,1225.0,721.0,1490.0,22.0
KY,2021-05-12,2021,5,440.0,1150.0,560.0,14.0
IN,2021-05-27,2021,5,766.0,1615.0,981.0,6.0
AL,2021-04-10,2021,4,449.0,1275.0,569.0,4.0
WI,2021-05-02,2021,5,374.0,929.0,498.0,10.0
HI,2021-08-17,2021,8,335.0,170.0,404.0,2.0
KY,2021-08-11,2021,8,1436.0,1216.0,1784.0,10.0
WV,2021-05-15,2021,5,264.0,608.0,348.0,4.0
AL,2021-05-15,2021,5,468.0,1314.0,605.0,4.0
AS,2021-09-08,2021,9,0.0,2.0,0.0,0.0
NC,2021-07-24,2021,7,896.0,2142.0,1119.0,14.0
FL,2021-09-06,2021,9,13563.0,7464.0,16660.0,245.0
TX,2021-10-01,2021,10,9044.0,7860.0,11815.0,140.0
WY,2021-06-30,2021,6,40.0,54.0,45.0,0.0
KS,2021-03-22,2021,3,184.0,601.0,225.0,1.0
OR,2021-08-16,2021,8,837.0,641.0,1015.0,6.0
NV,2021-10-26,2021,10,630.0,703.0,776.0,9.0
OH,2021-09-23,2021,9,4125.0,3379.0,5213.0,49.0
WV,2021-06-16,2021,6,148.0,601.0,188.0,3.0
VT,2021-07-16,2021,7,3.0,98.0,4.0,0.0
MT,2021-07-12,2021,7,61.0,131.0,72.0,1.0
AK,2021-08-10,2021,8,127.0,151.0,145.0,3.0
NY,2021-10-25,2021,10,2440.0,4557.0,2952.0,35.0
WA,2021-03-13,2021,3,370.0,1130.0,474.0,1.0
NV,2021-10-21,2021,10,669.0,697.0,847.0,11.0
OH,2021-10-23,2021,10,3112.0,3190.0,3914.0,52.0
NC,2021-06-18,2021,6,469.0,2166.0,604.0,12.0
IL,2021-03-12,2021,3,1192.0,2684.0,1429.0,6.0
DC,2021-09-20,2021,9,148.0,256.0,166.0,1.0
VT,2021-09-06,2021,9,35.0,91.0,49.0,0.0
OH,2021-07-16,2021,7,677.0,2796.0,780.0,2.0
ME,2021-08-17,2021,8,106.0,275.0,152.0,1.0
SD,2021-03-24,2021,3,74.0,160.0,90.0,0.0
VA,2021-04-08,2021,4,1073.0,1652.0,1291.0,11.0
OK,2021-03-31,2021,3,322.0,1098.0,409.0,2.0
OK,2021-10-03,2021,10,975.0,1142.0,1271.0,10.0
SD,2021-08-18,2021,8,126.0,176.0,165.0,1.0
ME,2021-05-10,2021,5,144.0,275.0,204.0,2.0
HI,2021-10-25,2021,10,93.0,158.0,111.0,1.0
SD,2021-10-23,2021,10,186.0,197.0,237.0,12.0
ID,2021-07-20,2021,7,127.0,308.0,174.0,2.0
WI,2021-05-21,2021,5,312.0,987.0,407.0,7.0
IN,2021-07-23,2021,7,593.0,1581.0,760.0,4.0
IN,2021-03-21,2021,3,549.0,1482.0,683.0,1.0
AK,2021-10-15,2021,10,221.0,159.0,254.0,5.0
NY,2021-04-16,2021,4,4636.0,4838.0,5596.0,52.0
MO,2021-09-03,2021,9,2128.0,2325.0,2765.0,33.0
ND,2021-10-05,2021,10,260.0,168.0,319.0,2.0
FL,2021-08-07,2021,8,14148.0,7236.0,17024.0,171.0
NJ,2021-05-19,2021,5,837.0,1388.0,999.0,15.0
AK,2021-04-11,2021,4,44.0,138.0,59.0,0.0
WI,2021-10-13,2021,10,1296.0,1227.0,1617.0,16.0
KS,2021-10-27,2021,10,490.0,731.0,619.0,4.0
AZ,2021-09-16,2021,9,2039.0,1674.0,2569.0,74.0
KY,2021-06-27,2021,6,175.0,1100.0,224.0,15.0
WA,2021-06-06,2021,6,591.0,1121.0,725.0,3.0
CT,2021-04-07,2021,4,597.0,811.0,715.0,1.0
SC,2021-04-29,2021,4,448.0,1088.0,549.0,7.0
IL,2021-04-05,2021,4,1649.0,2640.0,1991.0,9.0
OH,2021-06-04,2021,6,1070.0,2853.0,1348.0,5.0
OR,2021-05-03,2021,5,406.0,592.0,487.0,1.0
VA,2021-09-24,2021,9,2037.0,1785.0,2512.0,32.0
MD,2021-10-07,2021,10,1000.0,1114.0,1227.0,11.0
NY,2021-10-10,2021,10,2542.0,4492.0,3065.0,39.0
TX,2021-05-15,2021,5,2732.0,5512.0,3541.0,28.0
CO,2021-04-24,2021,4,661.0,1133.0,866.0,5.0
KY,2021-03-31,2021,3,442.0,1092.0,536.0,13.0
GA,2021-04-02,2021,4,1263.0,2346.0,1601.0,11.0
OK,2021-08-02,2021,8,988.0,1121.0,1253.0,11.0
MN,2021-06-19,2021,6,182.0,981.0,227.0,1.0
AK,2021-08-28,2021,8,154.0,158.0,192.0,3.0
MT,2021-04-01,2021,4,57.0,134.0,65.0,0.0
WI,2021-05-17,2021,5,391.0,908.0,483.0,6.0
WV,2021-08-09,2021,8,306.0,648.0,408.0,1.0
RI,2021-03-19,2021,3,165.0,199.0,177.0,2.0
ID,2021-10-04,2021,10,725.0,383.0,907.0,15.0
GA,2021-10-22,2021,10,1855.0,2382.0,2391.0,36.0
KS,2021-09-07,2021,9,798.0,739.0,1020.0,13.0
TN,2021-07-13,2021,7,384.0,1619.0,492.0,5.0
MI,2021-09-10,2021,9,1467.0,2245.0,1861.0,14.0
IN,2021-08-22,2021,8,1871.0,1658.0,2370.0,16.0
CT,2021-04-16,2021,4,563.0,820.0,681.0,8.0
ME,2021-09-06,2021,9,184.0,252.0,251.0,5.0
